업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
애드리안윤카페,2020년 12월 10일,3,5,5,"
            벨기에 정통 와플/1(수량 선택(1개)),구운 도넛/2,자색고구마칩（1봉）/1
          ","일단 배달이 정말 빨라서 좋았는데 도너츠가 정말 생각보다 많이 작아요..ㅎㅎ 검지손가락정도 크기에요
맛은 제가 생각했던 빵같은 도너츠는 아니었고 버터쿠키같은 맛이에요
그래서 딱 이정도 크기가 적당했던것 같네요 더 컸으면 너무 달았을것 같습니다
와플은 정말 맛있어요 와플 꼭 드세요"
애드리안윤카페,2020년 10월 7일,3,1,5,"
            나폴리 정통 커피/1(기본(아메리카노 HOT),추가 선택(샷 추가)),수제 소시지 안주/1
          ","소시지 만원짜린데 좀... 이런 양과 퀄은 처음봤어요
차라리 메뉴 빼는게 나을듯요
커피는 괜찮았어요"
