업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
호이차-숙대점,2021년 12월 14일,5,2,4,"
            흑당버블티/3(사이즈 선택(L),HOTorICE 선택(ICE))
          ","일부러 큰사이즈시켰는데 음료의 반이 얼음이네요. 더운날씨도 아닌데 이렇게 많이 넣을필요가 있을까요? 
맛은좋아요"
호이차-숙대점,2021년 9월 21일,2,1,4,"
            초코쉐이크 L/1(토핑 추가 선택(흑당펄 추가,치즈폼 추가)),바닐라라떼/1(ICEorHOT 선택(ICE))
          ",양도 적고 별로에요 ㅠㅠ
