업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
오늘통닭-휘경점,2022년 1월 28일,1,5,5,"
            통닭뱅이/1
          ","튀긴 상태 최악이네요...잘라 놓으신거 한번 더 튀긴것 같아요 제가 딴 앱에서 리뷰 찾아봤어요 잘튀겨진거 하얗게 잘라진 단면이였는데 저희가받은건 자르고 또 튀기신것같네요
예전에 먹어봐서 알아요 오늘 온건 오래된느낌.....기름에 쪄든 느낌 .....쿠폰썼다고 이런거 주신거 아니죠?"
오늘통닭-휘경점,2022년 1월 7일,2,4,5,"
            77켄터키 후라이드/1
          ","염지가 덜된듯 하네요..
너무 밋밋한맛.."
