업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
곱창이빛나는밤애,2020년 1월 3일,4,2,4,"
            야채곱창볶음/1
          ",곱창 자체는 맛이 좀 싱거웠는데 소스랑 같이 먹으니 딱 괜찮았어요! 많이 자극적이지 않고 괜찮았어요 그런데 당면이 너무 많아서 버렸네요ㅜㅜ
곱창이빛나는밤애,2019년 12월 7일,3,3,1,"
            야채곱창볶음/1,깍두기볶음밥/1
          ",어플 배달알림뜰때까지 배달도 늦어서 별로 기분 안좋았는데 사진처럼 젓가락 수저 아무것도 안오고 혹시나해서 전화했더니 죄송하다는 말이 먼저 안나오고 가정집인줄 알아서 당연히 안넣었다는게 할말인가요? 밖이라서 돈주고 젓가락 사러갑니다 맛을떠나서 서비스완전 꽝이네요
